source,profile,run_id,flow_id,ip_version,protocol,src_ip,dst_ip,src_port,dst_port,duration_s,packets,bytes_wire,bytes_payload,pkt_size_mean_wire,pkt_size_mean_payload,packets_per_s,bytes_per_s_payload,fin_count,syn_count,rst_count,psh_count,ack_count,urg_count,service
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_12,IPv4,TCP,10.0.0.46,85.17.73.216,55739,54081,0.047537,2,128,0,64.0,0.0,42.072624,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_13,IPv4,TCP,10.0.0.46,1.34.38.64,60531,13690,0.768589,6,480,68,80.0,11.333,7.806513,88.473811,2,2,0,1,5,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_14,IPv4,TCP,10.0.0.46,37.48.64.106,51455,54081,0.044744,2,128,0,64.0,0.0,44.698716,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_15,IPv4,TCP,10.0.0.46,37.48.64.105,58969,54081,0.047383,2,128,0,64.0,0.0,42.209169,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_16,IPv4,TCP,10.0.0.46,217.25.237.11,56227,46540,0.08988,2,128,0,64.0,0.0,22.251894,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_17,IPv4,TCP,10.0.0.46,111.253.136.152,49068,25407,12.348531,13,2485,1611,191.154,123.923,1.052757,130.460862,2,2,0,4,12,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_18,IPv4,TCP,10.0.0.46,78.47.102.65,60808,51413,119.993945,10328,10295891,9605579,996.891,930.052,86.07101,80050.530961,0,0,0,463,10328,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_19,IPv4,TCP,81.95.182.31,10.0.0.46,40890,44850,119.987325,14128,16665300,15731368,1179.594,1113.489,117.74577,131108.581729,0,0,0,336,14128,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_20,IPv4,UDP,128.237.207.15,10.0.0.46,32966,59370,119.995184,21282,14540168,13646324,683.214,641.214,177.357118,113723.930839,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_21,IPv4,TCP,180.111.13.117,10.0.0.46,32863,40323,119.395289,588,287169,246817,488.383,419.757,4.924817,2067.225618,0,0,0,105,588,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_22,IPv4,TCP,195.46.247.91,10.0.0.46,6991,35007,117.217048,1497,1215205,1116319,811.76,745.704,12.77118,9523.520851,0,0,0,160,1497,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_23,IPv4,TCP,173.194.112.15,10.0.0.46,443,57231,119.995174,14,864,0,61.714,0.0,0.116671,0.0,0,0,0,0,14,0,HTTPS
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_24,IPv4,TCP,173.194.112.0,10.0.0.46,443,43713,110.113418,48,12586,9394,262.208,195.708,0.435914,85.312037,0,0,0,23,48,0,HTTPS
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_25,IPv4,TCP,10.0.0.46,88.171.246.178,43606,40000,0.115293,2,128,0,64.0,0.0,17.347103,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_26,IPv4,TCP,10.0.0.46,85.17.73.215,42482,54081,0.048372,2,128,0,64.0,0.0,41.346411,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_27,IPv4,TCP,10.0.0.46,123.194.198.20,49339,25243,16.137357,7,614,136,87.714,19.429,0.433776,8.42765,2,2,0,2,6,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_28,IPv4,TCP,10.0.0.46,110.20.170.10,38456,29151,12.40155,18,2125,905,118.056,50.278,1.451431,72.974749,2,4,0,5,16,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_29,IPv4,TCP,173.194.112.21,10.0.0.46,443,42633,95.061201,38,14100,11640,371.053,306.316,0.399742,122.447432,0,0,0,12,38,0,HTTPS
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_30,IPv4,TCP,10.0.0.46,85.17.73.216,53311,54081,0.045614,2,128,0,64.0,0.0,43.846184,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_31,IPv4,UDP,10.0.0.46,178.255.170.139,59370,55554,101.480896,32,2277,933,71.156,29.156,0.31533,9.193849,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_32,IPv4,TCP,10.0.0.46,92.225.183.16,36699,51666,101.199274,26,1968,252,75.692,9.692,0.256919,2.490136,0,0,0,13,26,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_33,IPv4,TCP,10.0.0.46,178.63.97.204,45677,61156,101.191839,30,2332,340,77.733,11.333,0.296467,3.359955,0,0,0,15,30,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_34,IPv4,TCP,10.0.0.46,189.18.214.171,54633,36452,101.612545,26,2016,300,77.538,11.538,0.255874,2.952391,0,0,0,13,26,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_35,IPv4,TCP,10.0.0.46,147.32.80.88,57619,5222,91.188869,12,1736,968,144.667,80.667,0.131595,10.615331,0,0,0,4,12,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_36,IPv4,TCP,62.210.137.230,10.0.0.46,443,58581,93.963425,12,744,0,62.0,0.0,0.127709,0.0,0,0,0,0,12,0,HTTPS
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_37,IPv4,TCP,10.0.0.46,37.48.64.106,52559,54081,0.057965,2,128,0,64.0,0.0,34.503556,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_38,IPv4,TCP,173.194.112.15,10.0.0.46,443,57231,26.810536,6,506,110,84.333,18.333,0.223793,4.102865,2,0,0,2,6,0,HTTPS
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_39,IPv4,TCP,91.219.237.19,10.0.0.46,443,49077,96.034355,12,744,0,62.0,0.0,0.124955,0.0,0,0,0,0,12,0,HTTPS
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_40,IPv4,TCP,5.9.158.68,10.0.0.46,9001,32916,96.056519,12,744,0,62.0,0.0,0.124926,0.0,0,0,0,0,12,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_41,IPv4,TCP,10.0.0.46,1.34.38.64,46034,13690,12.377292,13,2051,1177,157.769,90.538,1.050311,95.093497,2,2,0,4,12,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_42,IPv4,TCP,10.0.0.46,37.48.64.105,34139,54081,0.106125,2,128,0,64.0,0.0,18.84568,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_43,IPv4,UDP,10.0.0.46,46.164.173.122,59370,11005,94.796753,7,1523,1229,217.571,175.571,0.073842,12.964579,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_44,IPv4,UDP,10.0.0.46,80.28.237.122,59370,10002,94.549543,6,1206,954,201.0,159.0,0.063459,10.089948,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_45,IPv4,UDP,10.0.0.46,46.148.173.122,59370,22255,94.86482,5,889,679,177.8,135.8,0.052707,7.157553,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_46,IPv4,UDP,10.0.0.46,176.100.13.122,59370,19661,93.773805,8,1840,1504,230.0,188.0,0.085312,16.038594,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_47,IPv4,UDP,10.0.0.46,24.92.173.122,59370,57833,93.790846,8,1840,1504,230.0,188.0,0.085296,16.03568,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_48,IPv4,UDP,10.0.0.46,110.148.141.250,59370,13349,94.444469,6,1206,954,201.0,159.0,0.063529,10.101174,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_49,IPv4,UDP,10.0.0.46,2.228.141.122,59370,32856,93.906433,4,572,404,143.0,101.0,0.042596,4.302155,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_50,IPv4,UDP,10.0.0.46,130.204.109.122,59370,16732,94.209298,8,1840,1504,230.0,188.0,0.084917,15.964454,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_51,IPv4,UDP,10.0.0.46,46.164.45.122,59370,37463,94.496602,7,1523,1229,217.571,175.571,0.074077,13.005759,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_52,IPv4,TCP,10.0.0.46,217.25.237.11,52251,46540,0.097483,2,128,0,64.0,0.0,20.516415,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_53,IPv4,UDP,10.0.0.46,2.84.173.250,59370,18616,96.485115,8,1840,1504,230.0,188.0,0.082914,15.587897,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_54,IPv4,UDP,10.0.0.46,74.196.141.122,59370,49361,95.66577,8,1840,1504,230.0,188.0,0.083624,15.721402,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_55,IPv4,UDP,10.0.0.46,190.92.13.122,59370,10437,94.455988,4,572,404,143.0,101.0,0.042348,4.277124,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_56,IPv4,UDP,10.0.0.46,178.36.141.250,59370,28407,96.125318,8,1840,1504,230.0,188.0,0.083225,15.646242,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_57,IPv4,UDP,10.0.0.46,98.196.45.250,59370,56221,96.108692,4,572,404,143.0,101.0,0.04162,4.203574,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_58,IPv4,UDP,10.0.0.46,94.20.205.250,59370,14745,96.254342,8,1840,1504,230.0,188.0,0.083113,15.625269,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_59,IPv4,UDP,10.0.0.46,90.228.205.250,59370,55388,96.061384,8,1840,1504,230.0,188.0,0.08328,15.656656,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_60,IPv4,UDP,10.0.0.46,202.52.237.122,59370,29388,96.353269,7,1523,1229,217.571,175.571,0.072649,12.755146,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_61,IPv4,UDP,10.0.0.46,94.252.13.250,59370,47352,95.126427,7,1523,1229,217.571,175.571,0.073586,12.919648,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_62,IPv4,UDP,10.0.0.46,85.97.159.252,59370,50214,94.558464,8,1840,1504,230.0,188.0,0.084604,15.905504,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_63,IPv4,UDP,10.0.0.46,89.209.127.252,59370,18602,94.329599,8,1840,1504,230.0,188.0,0.084809,15.944094,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_64,IPv4,UDP,10.0.0.46,83.193.31.124,59370,25515,94.596478,8,1840,1504,230.0,188.0,0.08457,15.899112,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_65,IPv4,UDP,10.0.0.46,178.68.77.250,59370,42973,96.468038,4,572,404,143.0,101.0,0.041465,4.187916,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_66,IPv4,UDP,10.0.0.46,178.164.141.122,59370,21063,96.049725,4,572,404,143.0,101.0,0.041645,4.206155,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_67,IPv4,TCP,10.0.0.46,111.253.136.152,59849,25407,0.73849,7,546,68,78.0,9.714,9.4788,92.079771,2,2,0,1,6,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_68,IPv4,UDP,10.0.0.46,37.99.217.221,59370,18236,64.097794,22,2587,1663,117.591,75.591,0.343226,25.944731,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_69,IPv4,UDP,10.0.0.46,60.250.189.163,59370,40501,65.523824,22,2926,2002,133.0,91.0,0.335756,30.553772,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_70,IPv4,TCP,10.0.0.46,88.171.246.178,57370,40000,0.083566,2,128,0,64.0,0.0,23.933124,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_71,IPv4,TCP,10.0.0.46,85.17.73.215,44485,54081,0.055413,2,128,0,64.0,0.0,36.092609,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_72,IPv4,TCP,10.0.0.46,85.17.73.216,42138,54081,0.05114,2,128,0,64.0,0.0,39.108277,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_73,IPv4,TCP,10.0.0.46,123.194.198.20,44487,25243,12.367085,13,2428,1554,186.769,119.538,1.051177,125.656127,2,2,0,4,12,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_74,IPv4,TCP,10.0.0.46,110.20.170.10,40463,29151,11.089319,8,692,136,86.5,17.0,0.721415,12.264053,2,2,0,2,7,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_75,IPv4,TCP,10.0.0.46,37.48.64.106,53450,54081,0.048591,2,128,0,64.0,0.0,41.159972,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_76,IPv4,TCP,10.0.0.46,1.34.38.64,52169,13690,0.857214,6,480,68,80.0,11.333,6.999419,79.326752,2,2,0,1,5,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_77,IPv4,UDP,10.0.0.46,62.84.237.250,59370,58279,20.053009,2,286,202,143.0,101.0,0.099736,10.073301,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_78,IPv4,UDP,10.0.0.46,93.81.255.252,59370,58322,19.826419,4,920,752,230.0,188.0,0.201751,37.92919,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_79,IPv4,UDP,10.0.0.46,89.41.127.252,59370,11899,20.166856,4,920,752,230.0,188.0,0.198345,37.288906,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_80,IPv4,UDP,10.0.0.46,177.97.223.252,59370,60734,50.524578,4,920,752,230.0,188.0,0.079169,14.883845,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_81,IPv4,UDP,10.0.0.46,82.119.8.68,59370,51413,3.003866,2,124,40,62.0,20.0,0.665809,13.316172,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_82,IPv4,TCP,10.0.0.46,37.48.64.105,52855,54081,0.043051,2,128,0,64.0,0.0,46.456524,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_83,IPv4,TCP,10.0.0.46,217.25.237.11,47364,46540,0.206298,2,128,0,64.0,0.0,9.694708,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_84,IPv4,TCP,81.95.182.31,10.0.0.46,40890,44850,119.97934,11623,13866399,13098453,1193.014,1126.943,96.875012,109172.571025,0,0,0,292,11623,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_85,IPv4,UDP,128.237.207.15,10.0.0.46,32966,59370,119.867133,14400,10038174,9433374,697.095,655.095,120.133014,78698.587107,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_86,IPv4,TCP,78.47.102.65,10.0.0.46,51413,60808,119.948828,9428,9102788,8471108,965.506,898.505,78.600184,70622.682543,0,0,0,446,9428,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_87,IPv4,TCP,173.194.112.0,10.0.0.46,443,43713,118.111635,38,9516,7008,250.421,184.421,0.32173,59.333697,0,0,0,19,38,0,HTTPS
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_88,IPv4,TCP,195.46.247.91,10.0.0.46,6991,35007,118.067413,1412,1144092,1050576,810.263,744.034,11.959269,8898.102996,0,0,0,158,1412,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_89,IPv4,TCP,180.111.13.117,10.0.0.46,32863,40323,113.375411,465,228019,195725,490.363,420.914,4.101418,1726.344348,0,0,0,82,465,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_90,IPv4,TCP,10.0.0.46,88.171.246.178,47414,40000,0.066132,2,128,0,64.0,0.0,30.242514,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_91,IPv4,TCP,10.0.0.46,111.253.136.152,53870,25407,13.339415,14,2178,1238,155.571,88.429,1.049521,92.807668,2,2,0,4,13,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_92,IPv4,TCP,10.0.0.46,85.17.73.215,50578,54081,0.11006,2,128,0,64.0,0.0,18.17191,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_93,IPv4,TCP,10.0.0.46,85.17.73.216,56367,54081,0.050328,2,128,0,64.0,0.0,39.739486,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_94,IPv4,TCP,173.194.112.21,10.0.0.46,443,42633,90.484307,68,35722,31258,525.324,459.676,0.751512,345.452168,0,0,0,30,68,0,HTTPS
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_95,IPv4,TCP,10.0.0.46,147.32.80.88,57619,5222,119.997015,15,2482,1516,165.467,101.067,0.125003,12.633648,0,0,0,6,15,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_96,IPv4,TCP,10.0.0.46,123.194.198.20,35468,25243,0.852259,6,480,68,80.0,11.333,7.040114,79.787959,2,2,0,1,5,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_97,IPv4,TCP,10.0.0.46,189.18.214.171,54633,36452,116.427088,20,1476,156,73.8,7.8,0.171781,1.339894,0,0,0,10,20,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_98,IPv4,TCP,62.210.137.230,10.0.0.46,443,58581,90.023108,12,744,0,62.0,0.0,0.133299,0.0,0,0,0,0,12,0,HTTPS
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_99,IPv4,UDP,10.0.0.46,109.169.191.252,59370,53032,0.0,1,143,101,143.0,101.0,0.0,0.0,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_100,IPv4,TCP,10.0.0.46,37.48.64.106,58232,54081,0.076035,2,128,0,64.0,0.0,26.303668,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_101,IPv4,UDP,10.0.0.46,178.255.170.139,59370,55554,116.033688,25,1816,766,72.64,30.64,0.215455,6.601531,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_102,IPv4,TCP,10.0.0.46,92.225.183.16,36699,51666,115.937717,24,1824,240,76.0,10.0,0.207008,2.070077,0,0,0,12,24,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_103,IPv4,TCP,10.0.0.46,178.63.97.204,45677,61156,115.937607,20,1400,80,70.0,4.0,0.172507,0.690026,0,0,0,10,20,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_104,IPv4,TCP,10.0.0.46,110.20.170.10,41219,29151,16.940256,16,2036,952,127.25,59.5,0.944496,56.197497,2,2,0,6,15,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_105,IPv4,TCP,10.0.0.46,37.48.64.105,49716,54081,0.060852,2,128,0,64.0,0.0,32.8666,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_106,IPv4,TCP,10.0.0.46,1.34.38.64,44213,13690,13.347437,14,2353,1413,168.071,100.929,1.04889,105.86302,2,2,0,4,13,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_107,IPv4,TCP,10.0.0.46,217.25.237.11,50266,46540,0.090143,2,128,0,64.0,0.0,22.186978,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_108,IPv4,TCP,91.219.237.19,10.0.0.46,443,49077,108.063441,16,2180,1172,136.25,73.25,0.148061,10.845481,0,0,0,2,16,0,HTTPS
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_109,IPv4,TCP,5.9.158.68,10.0.0.46,9001,32916,108.052198,16,2138,1130,133.625,70.625,0.148077,10.457909,0,0,0,2,16,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_110,IPv4,UDP,10.0.0.46,37.99.217.221,59370,18236,64.067247,22,2305,1381,104.773,62.773,0.343389,21.555476,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_111,IPv4,UDP,10.0.0.46,60.250.189.163,59370,40501,65.384183,22,2680,1756,121.818,79.818,0.336473,26.856648,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_112,IPv4,TCP,10.0.0.46,88.171.246.178,40226,40000,0.078977,2,128,0,64.0,0.0,25.32387,0.0,0,1,1,0,1,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_113,IPv4,UDP,10.0.0.46,83.41.191.124,59370,18957,0.187879,2,460,376,230.0,188.0,10.645144,2001.287152,0,0,0,0,0,0,UNKNOWN
baseline_publico_ctu,ctu_normal,ctu_normal_7,ctu_normal_7_114,IPv4,TCP,10.0.0.46,111.253.136.152,35891,25407,0.828327,6,480,68,80.0,11.333,7.243515,82.093165,2,2,0,1,5,0,UNKNOWN
